ID_employe,Age,Attrition,BusinessTravel,Department,Education,EnvironmentSatisfaction,Gender,JobInvolvement,Job Role,JobSatisfaction,PerformanceRating,WorkLifeBalance,MaritalStatus,StockOption,OverTime,PercentSalaryHike,NumCompaniesWorked,TotalWorkingYears,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome,HourlyRate,DailyRate,MonthlyRate,Salary,TrainingTimesLastYear,DateToday,DateBirth,DateStart,DateDeparture,YearsAtCompany,AgeGroup,TerminationType,AgeHire,HireType,YearsAtCompany Group,EmploymentType
1876,30,Yes,Travel_Rarely,Sales,Bachelor,Medium,Male,High,Sales Representative,Very High,Excellent,Good,Single,None,No,13,1,1,0,0,9,89,945,16019,1081,3,31/07/2022,11/04/1993,27/12/2021,15/01/2022,0,3_Between 30 and 40,1,30,2,1_Less than 1 year,Full-time
167,19,Yes,Travel_Rarely,Sales,Below College,Very High,Male,High,Sales Representative,High,Good,Good,Single,None,Yes,19,1,2,0,0,22,50,528,26820,1675,2,31/07/2022,16/08/2003,31/12/2021,15/01/2022,0,1_Below 20,1,19,1,1_Less than 1 year,Full-time
1379,31,Yes,Travel_Frequently,Sales,Bachelor,High,Female,Medium,Sales Representative,Very High,Excellent,Best,Single,None,No,14,7,3,0,0,2,90,703,11882,2785,3,31/07/2022,04/03/1992,13/01/2022,20/01/2022,0,3_Between 30 and 40,2,31,2,1_Less than 1 year,Full-time
648,30,Yes,Travel_Frequently,Sales,Master,Medium,Male,Medium,Sales Representative,Low,Excellent,Best,Married,Low,No,18,1,1,0,0,12,74,448,14470,2033,2,31/07/2022,22/02/1993,08/06/2021,21/01/2022,1,3_Between 30 and 40,1,29,1,2_Between 1-3 years,Contractor
243,19,Yes,Travel_Rarely,Research & Development,Bachelor,Medium,Male,Medium,Laboratory Technician,Very High,Outstanding,Good,Single,None,No,22,1,1,1,0,2,47,303,9241,1102,3,31/07/2022,12/07/2004,02/07/2021,06/02/2022,1,1_Below 20,1,18,2,2_Between 1-3 years,Full-time
811,23,Yes,Travel_Rarely,Research & Development,Bachelor,High,Male,Very High,Laboratory Technician,Low,Outstanding,Better,Married,Mid,Yes,21,1,2,0,0,6,63,1243,3445,1601,2,31/07/2022,29/08/1999,02/02/2021,11/02/2022,1,2_Between 20 and 30,1,22,1,2_Between 1-3 years,Full-time
994,29,Yes,Travel_Rarely,Research & Development,Bachelor,Very High,Female,Medium,Research Scientist,Low,Outstanding,Better,Single,None,Yes,20,6,3,0,0,10,92,906,11479,2404,5,31/07/2022,15/01/1994,23/02/2021,11/02/2022,1,2_Between 20 and 30,1,28,1,2_Between 1-3 years,Full-time
1569,35,Yes,Travel_Rarely,Research & Development,Bachelor,Low,Female,High,Laboratory Technician,Low,Low,Better,Divorced,Low,Yes,12,1,1,0,0,2,69,104,26619,2074,2,31/07/2022,19/12/1987,30/06/2021,16/02/2022,1,3_Between 30 and 40,1,34,2,2_Between 1-3 years,Full-time
622,26,Yes,Travel_Rarely,Research & Development,Bachelor,High,Male,Low,Laboratory Technician,Very High,Good,Bad,Single,None,Yes,18,1,1,0,0,24,66,471,23213,2340,3,31/07/2022,23/03/1997,27/03/2021,24/02/2022,1,2_Between 20 and 30,2,25,1,2_Between 1-3 years,Full-time
1111,28,Yes,Travel_Frequently,Research & Development,Bachelor,Low,Male,Medium,Laboratory Technician,Medium,Low,Better,Divorced,Mid,No,15,1,1,0,0,1,45,1009,7160,2596,2,31/07/2022,12/06/1995,21/06/2021,25/02/2022,1,2_Between 20 and 30,1,27,2,2_Between 1-3 years,Full-time
342,37,Yes,Travel_Frequently,Research & Development,Bachelor,Low,Male,High,Manufacturing Director,High,Excellent,Better,Divorced,Mid,No,11,6,17,0,0,10,61,504,22573,10048,5,31/07/2022,01/08/1985,25/08/2021,28/02/2022,1,3_Between 30 and 40,1,36,1,2_Between 1-3 years,Full-time
261,35,Yes,Travel_Rarely,Research & Development,College,Medium,Male,Medium,Manufacturing Director,High,Good,Better,Married,None,Yes,13,3,8,0,0,23,50,556,15497,5916,1,31/07/2022,18/08/1987,10/03/2022,13/04/2022,0,3_Between 30 and 40,2,35,2,1_Less than 1 year,Full-time
1868,29,Yes,Travel_Frequently,Research & Development,College,Very High,Male,Medium,Research Scientist,Very High,Outstanding,Good,Single,None,Yes,24,1,1,1,0,24,73,459,14753,2439,3,31/07/2022,10/04/1994,20/07/2021,14/04/2022,1,2_Between 20 and 30,1,28,2,2_Between 1-3 years,Full-time
1433,31,Yes,Travel_Rarely,Research & Development,Bachelor,Low,Female,Medium,Research Scientist,Medium,Excellent,Best,Single,None,No,12,1,1,0,0,8,34,202,22262,1261,3,31/07/2022,23/02/1992,05/06/2021,17/04/2022,1,3_Between 30 and 40,1,30,2,2_Between 1-3 years,Contractor
1878,22,Yes,Travel_Rarely,Research & Development,Below College,Very High,Male,High,Research Scientist,Medium,Outstanding,Better,Single,None,Yes,23,1,1,0,0,7,75,391,26092,2472,2,31/07/2022,17/02/2001,26/04/2022,30/04/2022,0,2_Between 20 and 30,2,22,1,1_Less than 1 year,Full-time
1692,32,Yes,Travel_Rarely,Research & Development,Master,Very High,Male,High,Laboratory Technician,Medium,Excellent,Better,Single,None,No,12,1,1,0,0,2,95,1259,24852,1393,2,31/07/2022,06/06/1991,25/06/2021,11/05/2022,1,3_Between 30 and 40,1,31,2,2_Between 1-3 years,Full-time
514,30,Yes,Travel_Frequently,Research & Development,Bachelor,High,Male,High,Research Scientist,Very High,Outstanding,Better,Single,None,Yes,23,9,3,0,0,4,40,464,3427,2285,4,31/07/2022,09/05/1993,19/03/2022,15/05/2022,0,3_Between 30 and 40,1,30,1,1_Less than 1 year,Full-time
55,26,Yes,Travel_Rarely,Research & Development,Bachelor,Low,Male,Low,Laboratory Technician,High,Excellent,Good,Single,None,No,12,1,1,0,1,25,48,1357,10558,2293,2,31/07/2022,19/09/1996,15/07/2021,21/05/2022,1,2_Between 20 and 30,1,25,2,2_Between 1-3 years,Contractor
485,33,Yes,Travel_Rarely,Sales,Bachelor,Very High,Female,High,Sales Representative,High,Excellent,Better,Single,None,Yes,13,1,1,0,0,5,34,350,9150,2851,2,31/07/2022,16/07/1990,26/08/2021,29/05/2022,1,3_Between 30 and 40,2,32,2,2_Between 1-3 years,Full-time
911,32,Yes,Travel_Rarely,Research & Development,Master,Low,Male,High,Laboratory Technician,Very High,Outstanding,Bad,Single,None,Yes,24,1,1,0,1,25,87,374,18016,2795,2,31/07/2022,19/03/1991,12/08/2021,03/06/2022,1,3_Between 30 and 40,1,31,1,2_Between 1-3 years,Full-time
1016,20,Yes,Travel_Rarely,Research & Development,Bachelor,Very High,Female,Medium,Research Scientist,Low,Excellent,Better,Single,None,Yes,15,1,1,0,0,11,98,1097,18275,2600,2,31/07/2022,16/02/2003,09/03/2022,13/06/2022,0,2_Between 20 and 30,1,20,1,1_Less than 1 year,Full-time
566,19,Yes,Travel_Rarely,Human Resources,College,Low,Male,Medium,Human Resources,Very High,Good,Best,Single,None,No,12,1,1,0,0,2,52,489,18437,2564,3,31/07/2022,23/08/2003,04/09/2021,14/06/2022,1,1_Below 20,1,18,2,2_Between 1-3 years,Full-time
1033,37,Yes,Travel_Rarely,Research & Development,College,Low,Female,Low,Healthcare Representative,Medium,Excellent,Bad,Married,None,No,15,5,15,0,0,11,61,1141,14382,4777,2,31/07/2022,14/01/1986,05/02/2022,23/06/2022,0,3_Between 30 and 40,1,37,1,1_Less than 1 year,Full-time
1248,19,Yes,Non-Travel,Research & Development,Bachelor,Low,Female,Medium,Research Scientist,Medium,Outstanding,Best,Single,None,Yes,25,1,1,0,0,10,96,504,6148,1859,2,31/07/2022,22/08/2003,19/01/2022,25/06/2022,0,1_Below 20,2,19,2,1_Less than 1 year,Full-time
392,44,Yes,Travel_Frequently,Research & Development,Bachelor,Very High,Male,High,Laboratory Technician,High,Outstanding,Bad,Divorced,Low,Yes,22,3,19,0,0,24,43,920,19920,3161,0,31/07/2022,13/06/1979,06/09/2021,26/06/2022,1,4_Between 40 and 50,1,43,1,2_Between 1-3 years,Full-time
1842,31,Yes,Travel_Rarely,Human Resources,Doctor,Very High,Male,Very High,Human Resources,Low,Excellent,Better,Married,None,No,17,0,2,0,0,18,89,359,21495,2956,4,31/07/2022,09/04/1992,21/09/2021,26/06/2022,1,3_Between 30 and 40,1,30,2,2_Between 1-3 years,Contractor
1767,43,Yes,Travel_Frequently,Research & Development,Bachelor,High,Male,Medium,Research Scientist,High,Excellent,Better,Married,Low,Yes,16,9,6,0,0,17,38,807,15587,2437,4,31/07/2022,20/04/1980,17/07/2021,27/06/2022,1,4_Between 40 and 50,2,42,1,2_Between 1-3 years,Full-time
1714,24,Yes,Travel_Rarely,Human Resources,Below College,Very High,Male,Low,Human Resources,High,Good,Better,Married,Low,No,11,1,1,0,0,22,58,240,11585,1555,2,31/07/2022,20/08/1998,06/02/2022,29/06/2022,0,2_Between 20 and 30,1,24,1,1_Less than 1 year,Contractor
816,29,Yes,Travel_Rarely,Research & Development,College,Medium,Female,Medium,Laboratory Technician,Low,Excellent,Better,Married,Low,Yes,11,1,1,0,0,1,36,805,6689,2319,1,31/07/2022,23/05/1994,11/06/2022,11/07/2022,0,2_Between 20 and 30,1,29,1,1_Less than 1 year,Contractor
355,31,Yes,Travel_Frequently,Research & Development,College,High,Male,Medium,Laboratory Technician,Medium,Excellent,Best,Single,None,No,11,0,6,1,4,29,71,307,11652,3479,2,31/07/2022,23/08/1991,13/07/2018,14/07/2022,4,3_Between 30 and 40,1,27,1,3_Between 3-5 years,Full-time
2019,52,No,Non-Travel,Sales,Master,Low,Male,High,Sales Representative,Very High,Excellent,Good,Divorced,Mid,No,15,2,16,0,0,29,40,585,19788,3482,3,31/07/2022,27/06/1971,19/12/2013,,9,5_Between 50 and 60,,43,1,4_Between 5-10 years,Full-time
1374,34,No,Non-Travel,Research & Development,Below College,Low,Female,Medium,Research Scientist,High,Outstanding,Better,Divorced,High,No,20,1,5,0,0,26,92,999,15891,2029,2,31/07/2022,25/03/1989,07/01/2018,,5,3_Between 30 and 40,,29,1,3_Between 3-5 years,Full-time
900,37,No,Travel_Frequently,Sales,College,High,Female,High,Sales Representative,Very High,Low,Better,Married,Low,No,15,5,10,0,0,21,54,1231,21222,2973,3,31/07/2022,27/05/1986,15/06/2018,,4,3_Between 30 and 40,,33,1,3_Between 3-5 years,Contractor
1340,40,No,Non-Travel,Research & Development,College,High,Male,High,Research Scientist,High,Excellent,Better,Divorced,Low,No,16,9,6,0,0,16,74,458,8532,3544,0,31/07/2022,07/03/1983,24/02/2019,,3,4_Between 40 and 50,,37,2,2_Between 1-3 years,Full-time
2060,26,No,Travel_Rarely,Sales,Bachelor,Very High,Female,Medium,Sales Representative,High,Excellent,Better,Single,None,No,18,0,5,0,0,5,30,1167,21378,2966,2,31/07/2022,06/10/1996,09/04/2019,,3,2_Between 20 and 30,,23,1,2_Between 1-3 years,Contractor
1839,18,No,Non-Travel,Research & Development,Bachelor,Medium,Female,High,Research Scientist,High,Excellent,Bad,Single,None,No,16,1,1,0,0,14,33,1431,8018,1514,4,31/07/2022,30/01/2005,03/01/2021,,2,1_Below 20,,16,1,2_Between 1-3 years,Full-time
113,23,No,Travel_Rarely,Sales,Below College,High,Male,High,Sales Representative,Low,Excellent,Better,Divorced,Low,No,13,3,3,0,0,2,62,541,9518,2322,3,31/07/2022,29/04/2000,04/04/2021,,1,2_Between 20 and 30,,22,2,2_Between 1-3 years,Contractor
850,27,No,Non-Travel,Research & Development,Bachelor,Very High,Male,High,Research Scientist,Very High,Good,Good,Married,High,No,11,1,1,0,0,3,50,443,16571,1706,6,31/07/2022,21/10/1995,22/04/2021,,1,2_Between 20 and 30,,26,1,2_Between 1-3 years,Full-time
1860,42,No,Travel_Rarely,Research & Development,Bachelor,Very High,Male,High,Laboratory Technician,High,Excellent,Better,Single,None,No,13,4,8,0,0,8,81,1142,13624,3968,3,31/07/2022,04/07/1981,03/06/2021,,1,4_Between 40 and 50,,41,2,2_Between 1-3 years,Contractor
1012,18,No,Non-Travel,Research & Development,College,Medium,Male,High,Research Scientist,Very High,Excellent,Better,Single,None,No,15,1,3,0,0,5,73,287,13493,1051,2,31/07/2022,30/05/2005,15/07/2021,,1,1_Below 20,,17,1,2_Between 1-3 years,Full-time
834,45,No,Travel_Rarely,Research & Development,Bachelor,Medium,Female,Medium,Research Scientist,High,Excellent,Better,Single,None,No,14,1,1,0,0,2,95,252,6153,2274,3,31/07/2022,24/02/1978,24/08/2021,,1,4_Between 40 and 50,,44,2,2_Between 1-3 years,Full-time
1581,26,No,Travel_Rarely,Research & Development,Bachelor,Low,Female,High,Research Scientist,Very High,Outstanding,Better,Married,None,No,21,1,1,0,0,3,89,474,11133,2061,5,31/07/2022,13/12/1996,01/09/2021,,1,2_Between 20 and 30,,25,1,2_Between 1-3 years,Full-time
134,32,No,Travel_Rarely,Research & Development,Below College,Very High,Male,High,Research Scientist,Low,Excellent,Better,Single,None,No,13,1,1,0,0,1,71,827,15178,2956,2,31/07/2022,09/03/1991,11/09/2021,,1,3_Between 30 and 40,,31,1,2_Between 1-3 years,Full-time
1542,42,No,Travel_Rarely,Research & Development,Bachelor,High,Male,Medium,Laboratory Technician,Medium,Excellent,Better,Married,Low,No,14,4,4,0,0,2,68,1210,24052,4841,3,31/07/2022,31/05/1981,27/09/2021,,1,4_Between 40 and 50,,41,1,2_Between 1-3 years,Full-time
1994,33,No,Non-Travel,Research & Development,College,Medium,Male,Medium,Laboratory Technician,High,Excellent,Good,Divorced,High,No,12,1,1,0,0,1,59,1313,20439,2008,2,31/07/2022,20/06/1990,21/10/2021,,1,3_Between 30 and 40,,32,2,2_Between 1-3 years,Full-time
1762,29,No,Travel_Rarely,Research & Development,Bachelor,Very High,Female,Medium,Research Scientist,Low,Excellent,Better,Divorced,Low,No,13,1,1,0,0,4,91,590,10007,2109,2,31/07/2022,25/04/1994,28/10/2021,,1,2_Between 20 and 30,,28,1,2_Between 1-3 years,Full-time
1364,27,No,Travel_Rarely,Sales,Bachelor,High,Female,Very High,Sales Representative,Very High,Excellent,Better,Married,Low,No,14,8,5,0,0,11,98,1291,6527,2534,4,31/07/2022,26/02/1996,29/10/2021,,1,2_Between 20 and 30,,26,1,2_Between 1-3 years,Contractor
704,35,No,Non-Travel,Research & Development,Bachelor,High,Male,Medium,Laboratory Technician,High,Excellent,Better,Married,Mid,No,18,1,1,0,0,3,41,727,16900,1281,3,31/07/2022,07/02/1988,31/10/2021,,1,3_Between 30 and 40,,34,1,2_Between 1-3 years,Full-time
353,51,No,Travel_Rarely,Research & Development,Bachelor,High,Male,High,Research Scientist,Very High,Excellent,Good,Married,None,No,11,1,1,0,0,1,96,833,23231,2723,0,31/07/2022,27/04/1972,02/11/2021,,1,5_Between 50 and 60,,50,1,2_Between 1-3 years,Full-time
933,27,No,Travel_Rarely,Research & Development,Bachelor,Medium,Female,High,Research Scientist,High,Excellent,Better,Single,None,No,19,1,1,0,0,4,76,618,17808,2318,2,31/07/2022,07/08/1995,03/11/2021,,1,2_Between 20 and 30,,26,1,2_Between 1-3 years,Full-time
11,30,No,Travel_Rarely,Research & Development,Below College,Very High,Male,High,Laboratory Technician,High,Excellent,Better,Divorced,Low,No,22,1,1,0,0,24,67,1358,13335,2693,2,31/07/2022,09/09/1992,04/11/2021,,1,3_Between 30 and 40,,29,1,2_Between 1-3 years,Full-time
1193,19,No,Travel_Rarely,Research & Development,College,High,Male,High,Research Scientist,Low,Outstanding,Better,Single,None,No,25,1,1,0,0,9,54,645,7172,2552,4,31/07/2022,08/06/2004,09/11/2021,,1,1_Below 20,,18,1,2_Between 1-3 years,Full-time
657,20,No,Travel_Rarely,Research & Development,Bachelor,Very High,Female,Medium,Research Scientist,Medium,Excellent,Best,Single,None,No,13,1,1,0,0,1,83,959,11757,2836,0,31/07/2022,05/09/2002,11/11/2021,,1,2_Between 20 and 30,,19,1,2_Between 1-3 years,Full-time
309,59,No,Travel_Rarely,Research & Development,Bachelor,High,Male,Medium,Research Scientist,Very High,Excellent,Better,Married,Low,No,17,3,7,0,0,3,70,142,8456,2177,6,31/07/2022,14/04/1964,16/11/2021,,1,5_Between 50 and 60,,58,1,2_Between 1-3 years,Full-time
1265,34,No,Travel_Rarely,Research & Development,Bachelor,High,Female,Very High,Research Scientist,High,Excellent,Good,Married,None,No,17,0,2,0,0,20,89,1320,21643,2585,5,31/07/2022,15/03/1989,17/11/2021,,1,3_Between 30 and 40,,33,1,2_Between 1-3 years,Full-time
1577,34,No,Travel_Rarely,Research & Development,Master,Low,Male,High,Research Scientist,Very High,Excellent,Bad,Single,None,No,13,1,1,0,0,7,35,479,22061,2972,4,31/07/2022,02/10/1988,17/11/2021,,1,3_Between 30 and 40,,33,2,2_Between 1-3 years,Contractor
812,24,No,Non-Travel,Research & Development,Bachelor,High,Male,Medium,Laboratory Technician,Medium,Excellent,Better,Divorced,High,No,11,1,1,0,0,9,60,1092,26551,2694,4,31/07/2022,04/11/1998,22/11/2021,,1,2_Between 20 and 30,,23,1,2_Between 1-3 years,Full-time
680,30,No,Travel_Frequently,Research & Development,Bachelor,High,Female,High,Research Scientist,High,Outstanding,Better,Divorced,Low,No,20,1,1,0,0,3,71,160,22653,2083,2,31/07/2022,17/05/1993,29/11/2021,,1,3_Between 30 and 40,,29,1,2_Between 1-3 years,Contractor
1482,30,No,Non-Travel,Research & Development,Bachelor,High,Male,High,Research Scientist,High,Low,Good,Divorced,Mid,No,13,1,1,0,0,7,64,990,7152,1274,2,31/07/2022,07/03/1993,16/12/2021,,1,3_Between 30 and 40,,29,1,2_Between 1-3 years,Full-time
1495,24,No,Non-Travel,Sales,College,Very High,Female,High,Sales Representative,Medium,Good,Better,Married,Low,No,13,1,1,0,0,13,78,830,7103,2033,2,31/07/2022,22/11/1998,18/12/2021,,1,2_Between 20 and 30,,23,1,2_Between 1-3 years,Contractor
144,22,No,Travel_Rarely,Research & Development,Bachelor,Medium,Female,High,Laboratory Technician,Very High,Excellent,Better,Single,None,No,15,1,1,0,0,15,59,534,23785,2871,5,31/07/2022,17/06/2001,27/12/2021,,1,2_Between 20 and 30,,21,2,2_Between 1-3 years,Full-time
1056,28,No,Travel_Rarely,Sales,Below College,Very High,Male,High,Sales Representative,Medium,Outstanding,Better,Married,None,No,22,1,1,0,0,10,74,1144,23384,1052,5,31/07/2022,29/05/1995,01/01/2022,,1,2_Between 20 and 30,,27,2,2_Between 1-3 years,Full-time
1551,24,No,Travel_Rarely,Research & Development,College,High,Male,Medium,Laboratory Technician,Low,Excellent,Better,Divorced,High,No,14,0,2,0,0,21,57,350,10036,2296,3,31/07/2022,24/12/1998,04/01/2022,,1,2_Between 20 and 30,,23,1,2_Between 1-3 years,Full-time
61,37,No,Travel_Rarely,Research & Development,College,Medium,Male,High,Research Scientist,Medium,Outstanding,Better,Married,None,No,21,4,8,0,0,19,73,408,10227,3022,1,31/07/2022,02/09/1985,06/01/2022,,1,3_Between 30 and 40,,36,1,2_Between 1-3 years,Full-time
53,35,No,Travel_Rarely,Research & Development,College,High,Male,High,Laboratory Technician,Very High,Excellent,Better,Divorced,Low,No,12,1,1,0,0,4,75,464,10910,1951,3,31/07/2022,17/12/1987,09/01/2022,,1,3_Between 30 and 40,,34,1,2_Between 1-3 years,Full-time
407,36,No,Travel_Frequently,Research & Development,Master,High,Male,Very High,Laboratory Technician,Very High,Excellent,Better,Married,Mid,No,18,4,4,0,0,18,81,566,7122,3688,2,31/07/2022,05/04/1987,16/01/2022,,1,3_Between 30 and 40,,35,1,2_Between 1-3 years,Full-time
1506,28,No,Travel_Rarely,Research & Development,Bachelor,Low,Male,Medium,Research Scientist,High,Excellent,Bad,Divorced,Low,No,14,1,1,0,0,1,72,1423,12530,1563,2,31/07/2022,11/03/1995,25/01/2022,,1,2_Between 20 and 30,,27,1,2_Between 1-3 years,Contractor
30,21,No,Travel_Rarely,Research & Development,College,High,Male,High,Research Scientist,Very High,Excellent,Better,Single,None,No,14,1,1,0,0,15,96,391,19281,1232,6,31/07/2022,23/03/2002,02/02/2022,,0,2_Between 20 and 30,,21,1,1_Less than 1 year,Full-time
1875,28,No,Travel_Rarely,Sales,Bachelor,Medium,Female,High,Sales Representative,Medium,Excellent,Better,Married,Low,No,19,1,1,0,0,3,78,1172,3692,2856,3,31/07/2022,03/08/1994,10/02/2022,,0,2_Between 20 and 30,,28,1,1_Less than 1 year,Full-time
1270,23,No,Travel_Rarely,Research & Development,College,Very High,Male,High,Research Scientist,High,Outstanding,Better,Married,Low,No,22,1,1,0,0,1,47,373,16901,1223,2,31/07/2022,27/02/2000,11/02/2022,,0,2_Between 20 and 30,,23,1,1_Less than 1 year,Full-time
97,36,No,Travel_Rarely,Research & Development,Bachelor,Medium,Female,Very High,Laboratory Technician,Very High,Excellent,Better,Married,None,No,12,3,5,0,0,6,55,132,22002,3038,3,31/07/2022,29/09/1986,12/02/2022,,0,3_Between 30 and 40,,36,2,1_Less than 1 year,Full-time
63,35,No,Travel_Rarely,Research & Development,Below College,Very High,Male,Very High,Laboratory Technician,Very High,Excellent,Better,Married,None,No,19,1,1,0,0,8,36,1229,4892,2269,2,31/07/2022,16/04/1988,24/02/2022,,0,3_Between 30 and 40,,35,1,1_Less than 1 year,Full-time
945,48,No,Travel_Rarely,Research & Development,Master,Very High,Male,High,Research Scientist,High,Good,Good,Married,Mid,No,17,4,13,0,0,20,51,1469,5543,2259,2,31/07/2022,07/06/1975,27/02/2022,,0,4_Between 40 and 50,,48,1,1_Less than 1 year,Full-time
1206,44,No,Non-Travel,Research & Development,Bachelor,Very High,Male,Low,Research Scientist,High,Excellent,Better,Single,None,No,13,2,6,0,0,17,74,111,4279,2290,3,31/07/2022,28/05/1979,02/03/2022,,0,4_Between 40 and 50,,44,1,1_Less than 1 year,Full-time
1258,48,No,Travel_Rarely,Research & Development,College,Very High,Male,Very High,Laboratory Technician,Medium,Low,Good,Single,None,No,11,5,7,0,0,2,76,969,16620,2559,4,31/07/2022,11/05/1975,03/03/2022,,0,4_Between 40 and 50,,48,1,1_Less than 1 year,Contractor
201,19,No,Travel_Rarely,Research & Development,Below College,Medium,Female,High,Laboratory Technician,Medium,Excellent,Better,Single,None,No,14,1,1,0,0,3,79,1181,16102,1483,3,31/07/2022,24/03/2004,04/03/2022,,0,1_Below 20,,19,1,1_Less than 1 year,Full-time
508,30,No,Travel_Rarely,Sales,Below College,High,Male,High,Sales Representative,Medium,Excellent,Better,Married,Low,No,18,1,1,0,0,2,72,202,17434,2476,3,31/07/2022,08/06/1993,06/03/2022,,0,3_Between 30 and 40,,30,1,1_Less than 1 year,Full-time
1558,29,No,Travel_Rarely,Research & Development,Bachelor,High,Male,Very High,Research Scientist,High,Good,Good,Married,Mid,No,18,6,5,0,0,9,91,598,22376,2451,2,31/07/2022,19/03/1994,07/03/2022,,0,2_Between 20 and 30,,29,1,1_Less than 1 year,Full-time
54,27,No,Travel_Rarely,Research & Development,Master,Very High,Female,High,Laboratory Technician,Low,Excellent,Better,Divorced,Low,No,13,1,1,0,0,2,33,1240,19715,2341,6,31/07/2022,07/09/1995,02/04/2022,,0,2_Between 20 and 30,,27,2,1_Less than 1 year,Full-time
95,31,No,Travel_Rarely,Research & Development,Master,High,Male,High,Research Scientist,Medium,Low,Better,Single,None,No,17,1,1,0,0,1,87,1082,18775,2501,4,31/07/2022,29/12/1991,02/04/2022,,0,3_Between 30 and 40,,31,1,1_Less than 1 year,Full-time
1492,35,No,Travel_Rarely,Sales,Below College,Very High,Male,High,Sales Representative,High,Excellent,Better,Married,Low,No,13,1,1,0,0,7,76,660,16192,2404,3,31/07/2022,24/12/1987,10/04/2022,,0,3_Between 30 and 40,,35,1,1_Less than 1 year,Full-time
1961,38,No,Travel_Rarely,Sales,Bachelor,Low,Male,Medium,Sales Representative,Low,Excellent,Good,Single,None,No,14,4,20,0,0,1,59,1404,11473,2858,3,31/07/2022,18/11/1984,11/04/2022,,0,3_Between 30 and 40,,38,2,1_Less than 1 year,Full-time
155,36,No,Travel_Rarely,Research & Development,College,Low,Female,High,Laboratory Technician,Very High,Outstanding,Better,Divorced,Low,No,22,5,7,0,0,3,39,922,2561,2835,2,31/07/2022,21/01/1987,21/04/2022,,0,3_Between 30 and 40,,36,1,1_Less than 1 year,Full-time
662,38,No,Travel_Rarely,Research & Development,Below College,High,Female,High,Research Scientist,Low,Excellent,Good,Single,None,No,17,3,8,0,0,1,43,362,14561,2619,3,31/07/2022,05/04/1985,22/04/2022,,0,3_Between 30 and 40,,38,2,1_Less than 1 year,Full-time
1115,34,No,Non-Travel,Research & Development,Master,High,Male,Medium,Research Scientist,Very High,Excellent,Better,Married,High,No,17,3,6,0,0,3,40,697,22478,2979,2,31/07/2022,06/05/1989,27/04/2022,,0,3_Between 30 and 40,,34,1,1_Less than 1 year,Full-time
1190,32,No,Non-Travel,Sales,Below College,High,Female,High,Sales Representative,Low,Excellent,Better,Divorced,High,No,12,1,1,0,0,2,76,862,14947,2827,3,31/07/2022,17/04/1991,04/05/2022,,0,3_Between 30 and 40,,32,1,1_Less than 1 year,Full-time
39,33,No,Travel_Rarely,Research & Development,Bachelor,High,Male,High,Laboratory Technician,Very High,Excellent,Better,Single,None,No,11,4,7,0,0,2,78,924,6670,2496,3,31/07/2022,29/09/1989,05/05/2022,,0,3_Between 30 and 40,,33,1,1_Less than 1 year,Full-time
934,34,No,Travel_Rarely,Research & Development,Bachelor,Medium,Male,High,Laboratory Technician,Medium,Excellent,Better,Divorced,Mid,No,14,1,1,0,0,10,83,546,6896,2008,3,31/07/2022,11/01/1989,07/05/2022,,0,3_Between 30 and 40,,34,1,1_Less than 1 year,Full-time
715,37,No,Travel_Rarely,Research & Development,College,Very High,Male,Very High,Research Scientist,Very High,Good,Better,Single,None,No,17,3,4,0,0,10,80,1225,15232,4680,2,31/07/2022,27/07/1986,08/05/2022,,0,3_Between 30 and 40,,37,2,1_Less than 1 year,Full-time
1030,50,No,Travel_Rarely,Research & Development,Bachelor,Low,Male,High,Laboratory Technician,Very High,Good,Better,Married,None,No,18,4,8,0,0,9,64,804,20165,2380,5,31/07/2022,11/01/1973,09/05/2022,,0,5_Between 50 and 60,,50,1,1_Less than 1 year,Contractor
1687,38,No,Travel_Rarely,Research & Development,College,Very High,Female,High,Laboratory Technician,High,Excellent,Good,Married,Low,No,19,7,7,0,0,4,87,1495,26176,3306,5,31/07/2022,05/04/1985,10/05/2022,,0,3_Between 30 and 40,,38,1,1_Less than 1 year,Full-time
643,24,No,Travel_Rarely,Research & Development,College,Very High,Male,Medium,Laboratory Technician,Medium,Outstanding,Better,Married,Low,No,21,1,1,0,0,17,94,823,9100,2127,2,31/07/2022,17/08/1998,14/05/2022,,0,2_Between 20 and 30,,24,2,1_Less than 1 year,Full-time
749,29,No,Travel_Rarely,Sales,Bachelor,High,Male,High,Sales Representative,High,Excellent,Better,Single,None,No,11,1,1,0,0,10,99,1396,2755,2642,6,31/07/2022,31/01/1994,14/05/2022,,0,2_Between 20 and 30,,29,1,1_Less than 1 year,Contractor
1368,18,No,Non-Travel,Research & Development,Bachelor,Very High,Female,High,Laboratory Technician,Very High,Excellent,Best,Single,None,No,15,1,2,0,0,1,97,1124,19305,1611,5,31/07/2022,31/08/2004,16/05/2022,,0,1_Below 20,,18,1,1_Less than 1 year,Full-time
2012,40,No,Travel_Rarely,Research & Development,Master,Low,Male,High,Laboratory Technician,Very High,Excellent,Good,Married,Mid,No,19,8,8,0,0,1,83,543,4060,2406,3,31/07/2022,08/06/1983,22/05/2022,,0,4_Between 40 and 50,,40,1,1_Less than 1 year,Full-time
